                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                0.92931,                0.49237,                 1.0205,                0.93978,                0.95798,                0.97992,                 0.7443,                0.99486,                0.41278,                 1.1049,              0.0037135,              0.0037135,              0.0037135
                    129,                0.92683,                0.48766,                 1.0149,                0.95243,                0.93861,                0.98002,                0.74472,                 0.9943,                0.41124,                 1.1048,               0.003664,               0.003664,               0.003664
                    130,                0.93156,                0.48176,                 1.0155,                0.95378,                0.93986,                0.98021,                0.74516,                0.99315,                0.41171,                 1.1042,              0.0036145,              0.0036145,              0.0036145
                    131,                0.91482,                0.48394,                 1.0134,                0.95195,                 0.9415,                0.98029,                0.74625,                0.99266,                0.40981,                 1.1037,               0.003565,               0.003565,               0.003565
                    132,                0.92037,                0.48651,                 1.0139,                0.93634,                0.96113,                0.98039,                0.74645,                0.99201,                0.40994,                 1.1035,              0.0035155,              0.0035155,              0.0035155
                    133,                0.92901,                0.49271,                 1.0227,                0.95135,                0.94455,                0.98048,                0.74598,                0.99173,                0.40852,                 1.1036,               0.003466,               0.003466,               0.003466
                    134,                0.90821,                0.47903,                 1.0103,                 0.9514,                0.94455,                0.98063,                0.74665,                0.99173,                0.40851,                 1.1036,              0.0034165,              0.0034165,              0.0034165
                    135,                0.91152,                0.48488,                 1.0082,                0.95145,                0.94455,                0.98059,                 0.7457,                0.99176,                0.40785,                 1.1037,               0.003367,               0.003367,               0.003367
                    136,                0.91113,                0.48019,                  1.008,                0.95537,                0.94455,                0.98084,                0.74603,                0.99227,                0.40671,                 1.1039,              0.0033175,              0.0033175,              0.0033175
                    137,                0.91358,                0.47932,                  1.011,                0.95337,                0.94257,                0.97933,                0.74599,                 0.9922,                0.40643,                 1.1039,               0.003268,               0.003268,               0.003268
                    138,                0.91053,                0.48423,                  1.009,                 0.9539,                0.94241,                 0.9801,                0.74755,                0.99203,                 0.4051,                 1.1036,              0.0032185,              0.0032185,              0.0032185
                    139,                0.89846,                0.47579,                 1.0044,                0.95786,                0.94532,                0.98099,                0.74696,                0.99178,                0.40406,                 1.1038,               0.003169,               0.003169,               0.003169
                    140,                0.89658,                0.46613,                 1.0066,                 0.9578,                0.94653,                0.98078,                0.74807,                0.99152,                0.40429,                 1.1037,              0.0031195,              0.0031195,              0.0031195
                    141,                 0.8911,                0.46176,                 1.0002,                 0.9578,                0.94653,                0.98086,                 0.7486,                0.99114,                0.40402,                 1.1039,                0.00307,                0.00307,                0.00307
                    142,                0.90163,                0.47765,                 1.0087,                 0.9575,                0.94653,                0.98094,                0.74758,                0.99148,                0.40355,                 1.1039,              0.0030205,              0.0030205,              0.0030205
                    143,                0.89175,                0.46233,                 1.0057,                0.95571,                0.94455,                0.98095,                0.74775,                0.99146,                0.40357,                  1.104,               0.002971,               0.002971,               0.002971
                    144,                0.89408,                0.46358,                 1.0042,                0.95594,                0.94521,                0.98103,                 0.7477,                 0.9911,                0.40297,                 1.1039,              0.0029215,              0.0029215,              0.0029215
                    145,                0.87692,                0.46208,                 0.9933,                0.95594,                0.94523,                0.98103,                0.74835,                0.99148,                 0.4031,                 1.1044,               0.002872,               0.002872,               0.002872
                    146,                0.88991,                0.46796,                 1.0029,                 0.9583,                0.94455,                0.98118,                 0.7481,                 0.9914,                0.40238,                 1.1046,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.8733,                 0.4554,                0.99502,                0.95867,                0.94455,                0.98112,                0.74781,                0.99186,                 0.4022,                 1.1048,               0.002773,               0.002773,               0.002773
                    148,                 0.8786,                 0.4538,                0.99961,                 0.9587,                0.94257,                0.98113,                0.74863,                0.99239,                0.40121,                 1.1052,              0.0027235,              0.0027235,              0.0027235
                    149,                0.87076,                0.45095,                0.99077,                0.94359,                0.96058,                0.98127,                0.75049,                 0.9919,                0.40118,                 1.1048,               0.002674,               0.002674,               0.002674
                    150,                 0.8792,                0.45583,                 1.0006,                0.94358,                0.96032,                0.98139,                0.74991,                0.99194,                0.40042,                 1.1051,              0.0026245,              0.0026245,              0.0026245
                    151,                0.87415,                0.44996,                0.99828,                 0.9454,                0.96238,                0.98135,                0.74965,                0.99148,                0.40034,                  1.105,               0.002575,               0.002575,               0.002575
                    152,                0.87429,                0.44915,                0.99488,                0.94356,                0.96003,                0.98051,                0.74872,                0.99208,                0.39967,                 1.1054,              0.0025255,              0.0025255,              0.0025255
                    153,                0.86553,                0.44899,                0.99013,                0.94167,                0.95904,                0.98043,                0.74994,                0.99187,                0.39965,                 1.1053,               0.002476,               0.002476,               0.002476
