                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.1919,                0.66727,                 1.0839,                0.92657,                0.92135,                0.95415,                0.60705,                0.69202,                  1.034,                 0.6296,               0.003664,               0.003664,               0.003664
                     66,                  1.187,                0.66695,                  1.073,                0.93864,                0.92697,                0.95843,                0.60899,                0.69202,                0.84267,                0.62901,               0.003565,               0.003565,               0.003565
                     67,                 1.1636,                0.64132,                 1.0647,                0.95138,                0.93445,                0.96057,                0.61338,                0.68997,                 0.8105,                0.62963,               0.003466,               0.003466,               0.003466
                     68,                 1.1514,                0.63349,                 1.0484,                0.94016,                0.92679,                0.95913,                0.61359,                0.68789,                0.84281,                0.62641,               0.003367,               0.003367,               0.003367
                     69,                 1.1644,                0.65058,                 1.0589,                0.93219,                0.92676,                0.95803,                0.61109,                 0.6875,                0.90989,                0.62462,               0.003268,               0.003268,               0.003268
                     70,                 1.1589,                0.66074,                 1.0511,                0.93256,                0.93219,                0.95763,                0.61464,                0.68794,                0.90866,                0.62398,               0.003169,               0.003169,               0.003169
                     71,                 1.1536,                0.63121,                 1.0572,                0.93363,                0.92135,                0.95807,                0.61649,                0.68683,                0.96332,                0.62437,                0.00307,                0.00307,                0.00307
                     72,                 1.1415,                0.63781,                 1.0522,                0.93458,                0.92302,                0.95819,                0.61938,                0.68536,                 1.0021,                0.62542,               0.002971,               0.002971,               0.002971
                     73,                 1.1529,                0.63869,                 1.0492,                0.93805,                0.93539,                0.96037,                0.61954,                0.68473,                 1.0044,                0.62522,               0.002872,               0.002872,               0.002872
                     74,                  1.154,                0.62492,                   1.05,                0.93566,                0.93962,                0.95946,                0.61504,                 0.6817,                 0.9996,                0.62093,               0.002773,               0.002773,               0.002773
                     75,                 1.1213,                0.61139,                 1.0339,                0.93795,                0.93413,                0.96008,                0.61858,                0.67893,                0.98289,                0.61865,               0.002674,               0.002674,               0.002674
                     76,                 1.1282,                0.61771,                 1.0432,                0.94554,                0.92666,                0.96097,                0.62014,                0.67621,                0.97518,                0.61758,               0.002575,               0.002575,               0.002575
                     77,                 1.1201,                0.60116,                  1.028,                0.93887,                0.92978,                0.96101,                0.61991,                0.67637,                0.99263,                0.61665,               0.002476,               0.002476,               0.002476
                     78,                 1.1138,                0.61336,                 1.0308,                0.93998,                0.92376,                0.96096,                0.61846,                0.67745,                 1.0223,                0.61634,               0.002377,               0.002377,               0.002377
                     79,                 1.0965,                0.59013,                 1.0177,                0.93649,                0.92416,                0.95974,                0.61892,                0.67689,                 1.0331,                0.61695,               0.002278,               0.002278,               0.002278
                     80,                 1.0859,                 0.5805,                 1.0083,                0.93208,                0.92512,                0.95912,                0.61836,                0.67615,                 1.0485,                0.61642,               0.002179,               0.002179,               0.002179
                     81,                 1.0975,                0.57986,                 1.0156,                 0.9298,                0.93008,                0.95845,                0.61998,                0.67362,                 1.0904,                 0.6154,                0.00208,                0.00208,                0.00208
                     82,                 1.0786,                0.58395,                 1.0079,                0.92864,                0.92416,                0.95743,                0.62095,                0.67354,                 1.1253,                0.61521,               0.001981,               0.001981,               0.001981
                     83,                 1.0809,                0.58376,                 1.0085,                0.93814,                0.92135,                0.95685,                0.62016,                0.67337,                 1.1336,                 0.6155,               0.001882,               0.001882,               0.001882
                     84,                 1.0728,                0.58085,                  1.001,                0.94223,                0.91636,                0.95611,                0.62092,                0.67399,                  1.144,                0.61473,               0.001783,               0.001783,               0.001783
                     85,                 1.0729,                0.56929,                0.99824,                0.94212,                0.91448,                0.95621,                   0.62,                0.67421,                 1.1264,                0.61456,               0.001684,               0.001684,               0.001684
                     86,                 1.0567,                0.55839,                0.99743,                0.94848,                0.91292,                0.95584,                0.62101,                0.67402,                 1.1172,                0.61381,               0.001585,               0.001585,               0.001585
                     87,                  1.046,                0.55692,                0.98566,                0.94427,                0.91292,                0.95466,                0.61879,                0.67431,                 1.1257,                0.61371,               0.001486,               0.001486,               0.001486
                     88,                 1.0591,                0.56378,                0.99705,                0.94843,                0.91011,                0.95468,                0.62053,                0.67504,                  1.109,                0.61368,               0.001387,               0.001387,               0.001387
                     89,                 1.0397,                 0.5552,                0.98572,                 0.9195,                0.93258,                0.95344,                 0.6205,                0.67564,                 1.1285,                0.61424,               0.001288,               0.001288,               0.001288
                     90,                 1.0434,                 0.5559,                0.99262,                0.92034,                0.93258,                0.95349,                0.62063,                0.67606,                  1.147,                0.61449,               0.001189,               0.001189,               0.001189
                     91,                 1.0646,                0.56512,                 1.0013,                0.92209,                0.93085,                0.95262,                0.62249,                0.67632,                 1.1668,                0.61428,                0.00109,                0.00109,                0.00109
                     92,                 1.0373,                0.54386,                0.98542,                0.91937,                 0.9289,                0.95235,                0.62284,                0.67661,                 1.1885,                0.61407,               0.000991,               0.000991,               0.000991
                     93,                 1.0392,                0.54702,                0.98181,                0.92601,                0.92416,                0.95138,                0.62145,                0.67685,                 1.2147,                0.61419,               0.000892,               0.000892,               0.000892
                     94,                 1.0084,                0.51469,                0.96645,                  0.924,                0.92212,                0.95191,                 0.6213,                0.67733,                 1.2348,                0.61436,               0.000793,               0.000793,               0.000793
                     95,                 1.0191,                0.52386,                0.97643,                0.92561,                0.92135,                0.95208,                0.62173,                0.67795,                 1.2478,                0.61456,               0.000694,               0.000694,               0.000694
                     96,                 1.0155,                0.53681,                0.97168,                0.92574,                0.91051,                0.95194,                0.62067,                0.67849,                 1.2781,                0.61469,               0.000595,               0.000595,               0.000595
                     97,                0.99202,                0.50992,                0.96318,                0.93625,                0.90757,                0.95199,                0.62147,                0.67915,                 1.2997,                0.61488,               0.000496,               0.000496,               0.000496
                     98,                0.98876,                0.51679,                0.96091,                0.93621,                0.90692,                0.95221,                0.62136,                0.67973,                 1.3043,                0.61524,               0.000397,               0.000397,               0.000397
                     99,                 1.0009,                0.51297,                0.97438,                 0.9361,                0.90526,                0.95242,                0.62204,                0.68006,                 1.3179,                 0.6153,               0.000298,               0.000298,               0.000298
